         290
  Built with Packmol                                             
0    P           12.331533        3.786836       33.342040   0
0    P           10.850012        5.265055       31.974573   0
0    P           11.852863        6.974321       30.450533   0
0    P           10.371342        8.452540       29.083066   0
0    P           11.374193       10.161806       27.559025   0
0    P            9.892672       11.640025       26.191558   0
0    P           10.895522       13.349291       24.667518   0
0    P            9.414002       14.827509       23.300051   0
0    P           10.416852       16.536776       21.776010   0
0    P            8.935331       18.014994       20.408543   0
1    P           17.999978       16.754802       47.661305   0
1    P           16.819712       14.602728       47.186380   0
1    P           16.706325       13.729148       44.846722   0
1    P           15.526059       11.577075       44.371796   0
1    P           15.412672       10.703494       42.032138   0
1    P           14.232406        8.551421       41.557212   0
1    P           14.119019        7.677841       39.217554   0
1    P           12.938753        5.525767       38.742629   0
1    P           12.825365        4.652187       36.402971   0
1    P           11.645100        2.500114       35.928045   0
2    P            4.358944        4.219133       16.532896   0
2    P            5.080256        6.032179       18.095769   0
2    P            7.428632        6.886278       18.020630   0
2    P            8.149945        8.699324       19.583502   0
2    P           10.498321        9.553422       19.508363   0
2    P           11.219633       11.366469       21.071236   0
2    P           13.568009       12.220567       20.996097   0
2    P           14.289322       14.033614       22.558969   0
2    P           16.637698       14.887712       22.483830   0
2    P           17.359010       16.700759       24.046703   0
3    P           14.527937        9.050184       30.724281   0
3    P           14.176808       10.637660       32.623394   0
3    P           14.007206        9.770800       34.962152   0
3    P           13.656077       11.358276       36.861265   0
3    P           13.486475       10.491416       39.200023   0
3    P           13.135346       12.078892       41.099136   0
3    P           12.965744       11.212033       43.437894   0
3    P           12.614615       12.799508       45.337007   0
3    P           12.445013       11.932649       47.675765   0
3    P           12.093884       13.520124       49.574878   0
4    P           17.748310       12.734338       15.161305   0
4    P           17.427243       11.328676       13.118995   0
4    P           15.142871       10.519773       12.504730   0
4    P           14.821804        9.114111       10.462420   0
4    P           12.537432        8.305208        9.848155   0
4    P           12.216366        6.899546        7.805844   0
4    P            9.931994        6.090643        7.191579   0
4    P            9.610927        4.684981        5.149269   0
4    P            7.326555        3.876078        4.535004   0
4    P            7.005488        2.470416        2.492694   0
5    P           14.829139        3.362732       40.170347   0
5    P           14.408424        5.659771       41.062876   0
5    P           12.124905        6.292214       41.860094   0
5    P           11.704189        8.589254       42.752623   0
5    P            9.420670        9.221697       43.549842   0
5    P            8.999954       11.518736       44.442371   0
5    P            6.716435       12.151180       45.239589   0
5    P            6.295719       14.448219       46.132118   0
5    P            4.012201       15.080662       46.929336   0
5    P            3.591485       17.377702       47.821866   0
6    P           18.004199        5.463623       30.763207   0
6    P           15.929751        6.742227       30.204785   0
6    P           14.905350        6.532511       27.933966   0
6    P           12.830901        7.811116       27.375544   0
6    P           11.806500        7.601400       25.104724   0
6    P            9.732052        8.880004       24.546302   0
6    P            8.707651        8.670289       22.275482   0
6    P            6.633202        9.948893       21.717060   0
6    P            5.608801        9.739177       19.446241   0
6    P            3.534353       11.017781       18.887819   0
7    P            4.368984        4.316312        8.310758   0
7    P            6.219865        5.968007        8.620833   0
7    P            6.503450        7.130101       10.816082   0
7    P            8.354331        8.781795       11.126157   0
7    P            8.637917        9.943889       13.321406   0
7    P           10.488797       11.595583       13.631481   0
7    P           10.772383       12.757677       15.826730   0
7    P           12.623263       14.409372       16.136805   0
7    P           12.906849       15.571466       18.332054   0
7    P           14.757730       17.223160       18.642129   0
8    P            4.790609       16.352999       52.771975   0
8    P            7.120376       15.514609       52.426598   0
8    P            7.510790       13.391767       51.165203   0
8    P            9.840558       12.553376       50.819826   0
8    P           10.230971       10.430534       49.558430   0
8    P           12.560739        9.592144       49.213053   0
8    P           12.951152        7.469302       47.951658   0
8    P           15.280920        6.630912       47.606281   0
8    P           15.671334        4.508070       46.344885   0
8    P           18.001101        3.669680       45.999508   0
9    P           17.505623        3.103654       32.087110   0
9    P           15.247628        3.586933       33.045182   0
9    P           14.409316        5.940108       33.144188   0
9    P           12.151321        6.423387       34.102260   0
9    P           11.313009        8.776561       34.201266   0
9    P            9.055014        9.259841       35.159338   0
9    P            8.216702       11.613015       35.258343   0
9    P            5.958707       12.096294       36.216415   0
9    P            5.120395       14.449469       36.315421   0
9    P            2.862400       14.932748       37.273493   0
10    P           13.041293       15.212666       26.333454   0
10    P           11.041551       14.836666       27.785919   0
10    P           10.905947       12.794914       29.222186   0
10    P            8.906205       12.418913       30.674651   0
10    P            8.770601       10.377162       32.110918   0
10    P            6.770859       10.001161       33.563383   0
10    P            6.635255        7.959410       34.999650   0
10    P            4.635513        7.583409       36.452115   0
10    P            4.499910        5.541658       37.888382   0
10    P            2.500167        5.165657       39.340847   0
11    P            5.676860       15.211194       30.778351   0
11    P            5.610171       15.099154       33.274949   0
11    P            7.726284       15.293366       34.591894   0
11    P            7.659595       15.181326       37.088492   0
11    P            9.775709       15.375537       38.405437   0
11    P            9.709019       15.263497       40.902034   0
11    P           11.825133       15.457708       42.218979   0
11    P           11.758443       15.345668       44.715577   0
11    P           13.874557       15.539880       46.032522   0
11    P           13.807868       15.427840       48.529120   0
12    P           11.577209       14.072368       21.405177   0
12    P           11.596934       13.216795       19.056218   0
12    P           13.173228       11.388952       18.404843   0
12    P           13.192954       10.533379       16.055885   0
12    P           14.769247        8.705536       15.404510   0
12    P           14.788973        7.849963       13.055551   0
12    P           16.365267        6.022120       12.404176   0
12    P           16.384992        5.166547       10.055218   0
12    P           17.961286        3.338704        9.403843   0
12    P           17.981012        2.483131        7.054884   0
13    P           18.026872        3.956011        3.516537   0
13    P           15.909458        4.971888        2.659477   0
13    P           15.181292        7.219609        3.476500   0
13    P           13.063878        8.235486        2.619440   0
13    P           12.335712       10.483207        3.436462   0
13    P           10.218298       11.499084        2.579403   0
13    P            9.490132       13.746805        3.396425   0
13    P            7.372718       14.762682        2.539366   0
13    P            6.644552       17.010403        3.356388   0
13    P            4.527138       18.026280        2.499329   0
14    P           17.700264        4.365777       34.522484   0
14    P           15.450387        4.692078       35.562475   0
14    P           14.462064        6.983669       35.710215   0
14    P           12.212187        7.309970       36.750206   0
14    P           11.223865        9.601562       36.897945   0
14    P            8.973988        9.927862       37.937936   0
14    P            7.985665       12.219454       38.085676   0
14    P            5.735788       12.545754       39.125667   0
14    P            4.747465       14.837346       39.273406   0
14    P            2.497588       15.163646       40.313397   0
15    P           16.495294        3.020803       16.758432   0
15    P           14.116529        3.779659       16.633465   0
15    P           13.589507        6.217477       16.462325   0
15    P           11.210743        6.976333       16.337358   0
15    P           10.683721        9.414151       16.166218   0
15    P            8.304956       10.173007       16.041250   0
15    P            7.777934       12.610825       15.870110   0
15    P            5.399169       13.369681       15.745143   0
15    P            4.872148       15.807499       15.574003   0
15    P            2.493383       16.566355       15.449036   0
16    P           14.461942       18.067512        5.946543   0
16    P           12.805628       16.686642        7.211385   0
16    P           13.509820       14.517995        8.236607   0
16    P           11.853506       13.137126        9.501449   0
16    P           12.557699       10.968478       10.526671   0
16    P           10.901385        9.587609       11.791513   0
16    P           11.605577        7.418961       12.816736   0
16    P            9.949263        6.038092       14.081577   0
16    P           10.653455        3.869444       15.106800   0
16    P            8.997142        2.488575       16.371642   0
17    P            5.535262       18.001389       21.051409   0
17    P            6.863990       16.330771       19.750056   0
17    P            8.319427       17.087382       17.863460   0
17    P            9.648155       15.416764       16.562107   0
17    P           11.103592       16.173375       14.675512   0
17    P           12.432320       14.502758       13.374159   0
17    P           13.887757       15.259368       11.487563   0
17    P           15.216485       13.588751       10.186210   0
17    P           16.671922       14.345361        8.299615   0
17    P           18.000651       12.674744        6.998262   0
18    P           15.134439       16.386487       36.899180   0
18    P           13.828709       14.254584       36.891461   0
18    P           12.302468       13.716637       38.797033   0
18    P           10.996739       11.584734       38.789314   0
18    P            9.470498       11.046787       40.694885   0
18    P            8.164768        8.914884       40.687167   0
18    P            6.638527        8.376937       42.592738   0
18    P            5.332798        6.245034       42.585019   0
